lncRNA	Chromosome	Start	End
AL163973.3	chr14	31553358	31558498
AL163974.1	chr14	100587775	100589326
AL352955.1	chr14	87251103	87251679
AL352979.2	chr14	53036755	53038251
AL352979.4	chr14	52951432	52952864
AL352984.1	chr14	32006902	32018685
AL353052.1	chr1	232160091	232185643
AL353052.2	chr1	232174932	232180113
AL353072.2	chr1	194785517	194931310
AL353135.1	chr6	89080164	89080667
AL353135.2	chr6	89130887	89145985
AL353138.1	chr6	48069213	48111078
AL353147.1	chr10	19812372	19816278
AL353150.1	chr9	89088604	89109934
AL353151.2	chr9	4741741	4759639
AL353152.1	chr6	14229775	14231570
AL353152.2	chr6	14210293	14214374
AL353194.1	chr20	3888239	3888868
AL353572.4	chr9	88066445	88076975
AL353576.1	chr10	16521714	16539737
AL353581.1	chr13	96948018	96949584
AL353586.1	chr10	12877459	12965275
AL353593.1	chr1	228238241	228276066
AL353593.2	chr1	228295549	228303002
AL353593.3	chr1	228329467	228331191
AL353595.1	chr9	11618530	12058227
AL353596.1	chr6	135055033	135060550
AL353597.1	chr6	37545145	37550860
AL353600.1	chr10	33341655	33341905
AL353600.2	chr10	33384891	33390935
AL353604.1	chr1	37154761	37325100
AL353608.1	chr9	68307393	68308445
AL353608.2	chr9	68228651	68229312
AL353608.3	chr9	68306528	68330626
AL353611.1	chr9	134936524	134943207
AL353612.1	chr20	9575608	9577689
AL353612.2	chr20	9562941	9571257
AL353613.1	chr9	86632147	86696496
AL353614.1	chr9	2541097	2541635
AL353615.1	chr9	135352673	135354284
AL353622.1	chr1	28239509	28241453
AL353622.2	chr1	28247144	28247568
AL353626.1	chr9	40767870	40806344
AL353633.1	chr13	81250438	81302407
AL353637.2	chr9	76915615	76919785
AL353648.1	chr13	30466117	30482312
AL353651.1	chr1	79323769	79324863
AL353651.2	chr1	79323769	79324852
AL353653.1	chr20	50645471	50662275
AL353658.1	chr20	63422269	63424555
AL353660.1	chr13	74288070	74408810
AL353680.1	chr13	30973289	30977623
AL353681.1	chr1	56145721	56155224
AL353688.1	chr13	83650249	83654789
AL353689.2	chr1	226992140	226993206
AL353689.3	chr1	227123895	227132394
AL353693.1	chr9	69472466	69494513
AL353697.1	chr13	100338982	100364959
AL353699.1	chr11	30425552	30429268
AL353704.1	chr13	111148196	111153171
AL353704.2	chr13	111096586	111113697
AL353708.1	chr1	179953184	179954440
AL353708.2	chr1	179926641	179941796
AL353708.3	chr1	179881607	179882595
AL353709.1	chr1	195747024	195763501
AL353719.1	chr10	99621055	99621918
AL353730.1	chr9	25579657	25584272
AL353732.1	chr9	21394888	21396346
AL353732.2	chr9	21410969	21422960
AL353740.1	chr10	108547975	108561815
AL353742.1	chr9	108252154	108254820
AL353743.2	chr9	85783668	85805154
AL353746.1	chr9	27937617	27944497
AL353747.2	chr6	167241891	167245916
AL353747.3	chr6	167237508	167240480
AL353748.3	chr9	88384902	88389224
AL353751.1	chr10	89283765	89292125
AL353752.2	chr9	87436215	87445795
AL353753.1	chr9	26066675	26118408
AL353759.1	chr6	26160765	26172802
AL353764.1	chr9	91426238	91427144
AL353768.1	chr9	94928551	94934946
AL353768.2	chr9	94964369	94965624
AL353770.3	chr9	66979132	66988373
AL353770.4	chr9	66942703	66952344
AL353771.1	chr1	70218589	70221023
AL353774.1	chr9	82612552	82646584
AL353780.1	chr9	75579669	75588548
AL353784.1	chr10	54486230	54656051
AL353789.1	chr13	26488952	26496120
AL353795.2	chr9	35096378	35098141
AL353796.1	chr10	30302826	30306066
AL353796.2	chr10	30309803	30312026
AL353801.1	chr10	44937508	44955725
AL353801.2	chr10	44899614	44920220
AL353801.3	chr10	44958917	44959458
AL353803.1	chr9	129438216	129447545
AL353803.2	chr9	129430652	129451422
AL353803.4	chr9	129480605	129482538
AL353803.5	chr9	129328261	129328401
AL353804.1	chrX	73948973	73949558
AL353804.2	chrX	73958059	73969485
AL353807.2	chr1	155609776	155610380
AL353807.5	chr1	155626757	155637604
AL353811.1	chr9	24545938	24592104
AL353997.2	chr17	18379855	18388984
AL354674.1	chr13	30022021	30023800
AL354694.1	chr9	7786105	7786688
AL354696.1	chr13	41229180	41229676
AL354696.2	chr13	41132939	41236686
AL354702.2	chr1	38754216	38815979
AL354707.1	chr9	6716157	6727438
AL354710.2	chr9	125241663	125257071
AL354712.1	chr1	13513220	13516270
AL354714.1	chr1	160932465	160949922
AL354714.3	chr1	160931739	160934380
AL354718.2	chr9	41310816	41332962
AL354726.1	chr9	97986551	97987656
AL354733.1	chr9	83817643	83837861
AL354733.2	chr9	83831586	83868532
AL354733.3	chr9	83972233	83975777
AL354740.1	chr6	34248535	34286768
AL354741.1	chr13	106955689	106961392
AL354743.1	chr1	3367815	3373928
AL354743.2	chr1	3313052	3323149
AL354754.1	chr9	117840322	117897256
AL354760.1	chr1	112517799	112518441
AL354766.2	chr20	46901143	46901726
AL354771.1	chr1	190264898	190362270
AL354793.1	chrX	56618391	56624458
AL354794.1	chr9	68822403	68843275
AL354809.1	chr13	39053019	39223238
AL354810.1	chr13	63034668	63097797
AL354811.1	chr13	93226612	93227317
AL354811.2	chr13	93150623	93157452
AL354813.1	chr20	47677901	47686297
AL354821.1	chr13	55535697	55583524
AL354824.1	chr20	10172522	10200824
AL354824.2	chr20	10172701	10186740
AL354836.1	chr20	62305432	62306325
AL354861.2	chr9	95650154	95715718
AL354861.3	chr9	95772323	95776282
AL354863.1	chr10	118241468	118267710
AL354864.1	chr1	35739389	35743576
AL354872.2	chr1	70445071	70445536
AL354892.1	chr6	169725504	169738992
AL354892.2	chr6	169725091	169725854
AL354892.3	chr6	169770413	169772042
AL354893.2	chr9	95113708	95114461
AL354897.1	chr9	85167346	85194283
AL354897.2	chr9	85230176	85233966
AL354916.2	chr10	10326875	10337876
AL354919.1	chr1	31842019	31855568
AL354919.2	chr1	31789130	31791322
AL354920.1	chr9	83707594	83713378
AL354928.1	chr9	124770123	124772927
AL354936.1	chr6	123823240	123829285
AL354949.1	chr1	71570956	71573558
AL354950.1	chr10	129845328	129845895
AL354950.2	chr10	129837505	129837794
AL354950.3	chr10	129857638	129867384
AL354953.1	chr1	183252263	183258968
AL354956.1	chr1	10458555	10459338
AL354977.1	chr9	3684076	3689626
AL354977.2	chr9	3630947	3648390
AL354979.1	chr9	124514938	124516056
AL354984.1	chr20	57957126	57960176
AL354984.2	chr20	58069054	58072070
AL354989.1	chr9	34084332	34096225
AL354993.1	chr20	53397661	53412910
AL354993.2	chr20	53453058	53504314
AL354994.1	chr13	86060813	86170890
AL355001.1	chr13	19841827	19843672
AL355001.2	chr13	19863858	19865048
AL355053.1	chr14	29928445	29932756
AL355073.1	chr14	56303490	56310761
AL355073.2	chr14	56305838	56306394
AL355075.1	chr14	20344233	20346888
AL355075.2	chr14	20451305	20451918
AL355075.3	chr14	20474789	20477089
AL355075.4	chr14	20343048	20343685
AL355075.6	chr14	20317949	20319707
AL355076.2	chr14	65236480	65318790
AL355095.1	chr14	82788478	82796221
AL355096.1	chr14	101332511	101335497
AL355097.1	chr14	97786565	97789256
AL355102.1	chr14	96210860	96214818
AL355102.3	chr14	96275046	96276723
AL355102.4	chr14	96259411	96268624
AL355102.5	chr14	96233431	96234101
AL355103.1	chr14	56514331	56551309
AL355112.1	chr14	31925801	31930146
AL355140.1	chr9	69428248	69428721
AL355297.1	chr6	156780327	156780455
AL355297.2	chr6	156774217	156774662
AL355297.3	chr6	156776360	156778422
AL355300.1	chr10	36089086	36089389
AL355303.1	chr10	5234358	5263408
AL355303.2	chr10	5215408	5217014
AL355304.1	chr6	142946406	142957945
AL355306.2	chr1	105956694	106124564
AL355310.1	chr1	109596225	109597781
AL355310.2	chr1	109628417	109630305
AL355310.3	chr1	109539906	109543837
AL355312.2	chr6	149796151	149799150
AL355312.3	chr6	149863494	149919507
AL355312.4	chr6	149852462	149853192
AL355312.5	chr6	149797317	149826294
AL355314.1	chr10	55468327	55469222
AL355314.2	chr10	55506219	55513217
AL355334.2	chr10	87500337	87504837
AL355336.2	chr6	7183083	7185287
AL355337.1	chr6	142671980	142681267
AL355338.1	chr13	99973526	99980034
AL355347.1	chr6	61870097	61893882
AL355353.2	chr6	47477243	47477572
AL355361.1	chr10	2724819	2728267
AL355376.1	chr10	28743745	28744663
AL355377.3	chr9	35012963	35016076
AL355377.4	chr9	35023840	35025402
AL355385.1	chr6	43074331	43074739
AL355388.1	chr1	155978799	155982986
AL355388.2	chr1	156001953	156033342
AL355390.1	chr13	74412957	74419115
AL355390.2	chr13	74434538	74555515
AL355432.1	chr9	27102630	27104728
AL355472.2	chr1	234357006	234365828
AL355472.3	chr1	234372186	234372811
AL355474.1	chr10	59357007	59364075
AL355481.1	chr13	83877888	83895211
AL355482.1	chr1	182062677	182069253
AL355482.2	chr1	182086551	182090112
AL355483.1	chr1	53288024	53289706
AL355483.2	chr1	53304536	53307462
AL355483.3	chr1	53267935	53268601
AL355488.1	chr1	110370154	110373003
AL355490.2	chr10	97334564	97343203
AL355490.3	chr10	97401115	97419524
AL355497.2	chr6	150040547	150042033
AL355499.1	chr6	8102711	8343139
AL355499.2	chr6	8158162	8760447
AL355501.1	chr10	28263703	28265175
AL355512.1	chr10	110428840	110496590
AL355516.1	chr13	18921888	18944284
AL355526.1	chr1	218031835	218033660
AL355526.2	chr1	218046943	218049221
AL355531.1	chr10	129621988	129626664
AL355537.1	chr10	128958772	128960062
AL355537.2	chr10	128965406	128968740
AL355538.2	chr1	116289237	116297621
AL355574.1	chr9	135907812	135916126
AL355578.1	chr13	87607907	87609234
AL355581.1	chr6	130133410	130146179
AL355592.1	chr9	118687752	118732772
AL355596.1	chr6	141447011	141451006
AL355596.2	chr6	141403240	141404494
AL355597.1	chr10	1957589	1960190
AL355601.1	chr9	115252538	115254251
AL355602.1	chr1	4479131	4484375
AL355607.1	chr9	90957260	90965393
AL355607.2	chr9	90996949	91001901
AL355612.1	chr6	76774972	77097788
AL355613.1	chr6	82932601	82938677
AL355672.1	chr9	11313397	11436244
AL355674.1	chr9	74371335	74384578
AL355677.1	chr13	88472151	88477267
AL355773.1	chr14	55748208	55773203
AL355802.3	chr6	43519180	43519724
AL355803.1	chr20	64056803	64057084
AL355810.1	chr13	109805317	109805868
AL355816.1	chr1	111181374	111181491
AL355816.2	chr1	111184415	111185061
AL355834.1	chr14	57355446	57359410
AL355834.2	chr14	57335203	57344724
AL355835.1	chr14	38256202	38371338
AL355836.3	chr14	101133730	101151988
AL355836.4	chr14	101185787	101197089
AL355836.5	chr14	101160476	101172549
AL355838.1	chr14	81741002	82030349
AL355870.1	chr10	13415202	13423133
AL355870.2	chr10	13391347	13400706
AL355881.2	chr6	134296301	134304297
AL355916.1	chr14	61570405	61658696
AL355916.2	chr14	61535385	61545484
AL355922.1	chr14	20919361	20920299
AL355922.3	chr14	20916766	20928580
AL355922.4	chr14	20897985	20936255
AL355974.1	chr13	109984858	109986565
AL355974.2	chr13	110031101	110031567
AL355981.1	chr1	86821558	86834169
AL355987.2	chr9	136800366	136829466
AL355987.4	chr9	136799223	136810042
AL355990.1	chr1	110165948	110172489
AL355990.2	chr1	110177643	110178719
AL355994.3	chr1	16006160	16006671
AL355997.1	chr6	51599723	51623428
AL355999.1	chr1	182837185	182839561
AL356010.2	chr1	238238943	238404906
AL356017.1	chr14	95185117	95185854
AL356019.1	chr14	20305730	20306811
AL356019.2	chr14	20260480	20264308
AL356020.1	chr14	53153354	53157528
AL356022.1	chr14	44507385	44567467
AL356056.1	chr10	46597918	46612154
AL356056.2	chr10	46580708	46598150
AL356094.2	chr6	93720163	93745615
AL356108.1	chr1	222088806	222389103
AL356113.1	chr10	24410183	24416459
AL356123.1	chr6	167644479	167658518
AL356123.2	chr6	167678232	167679523
AL356124.1	chr6	129439485	129576047
AL356124.2	chr6	129479615	129481410
AL356130.1	chr6	905445	909006
AL356133.1	chr9	26801733	26805862
AL356134.1	chr9	84278219	84290131
AL356157.1	chr10	44591208	44602104
AL356157.3	chr10	44509708	44515421
AL356215.1	chr11	35132655	35138032
AL356218.2	chr9	33401478	33410553
AL356234.2	chr6	137657998	137763984
AL356234.3	chr6	137693068	137700415
AL356259.1	chr13	19408042	19409529
AL356275.1	chr1	207909992	207917088
AL356276.1	chr1	157691762	157696459
AL356277.2	chr6	74642384	74652002
AL356277.3	chr6	74530248	74734319
AL356289.1	chr1	48078787	48082196
AL356295.1	chr13	53207831	53801489
AL356299.3	chr20	34281632	34286466
AL356309.1	chr9	126527618	126530343
AL356309.2	chr9	126516417	126518808
AL356310.1	chr1	211635865	211644114
AL356311.1	chr6	151813276	151814179
AL356313.1	chr13	85046001	85050096
AL356317.2	chrX	64205974	64233855
AL356361.2	chr1	239915439	239916955
AL356361.3	chr1	240007524	240008381
AL356364.1	chr1	219557192	219557701
AL356379.2	chr1	40559666	40584335
AL356387.1	chr1	111317600	111323981
AL356413.1	chr13	85693937	85783203
AL356414.1	chr20	4070152	4075165
AL356417.1	chr6	159094093	159116254
AL356417.2	chr6	159165899	159170007
AL356417.3	chr6	159051674	159121495
AL356419.1	chr10	117579854	117593896
AL356421.2	chr6	47729827	47740741
AL356433.1	chr10	3397505	3400180
AL356441.1	chr1	165598356	165624084
AL356475.1	chr1	170024077	170024683
AL356481.1	chr9	128528657	128552410
AL356481.2	chr9	128595893	128596633
AL356481.3	chr9	128630328	128631685
AL356488.2	chr1	109100193	109100619
AL356488.3	chr1	109087971	109090858
AL356489.1	chr9	33719690	33722555
AL356489.2	chr9	33697459	33700986
AL356489.3	chr9	33706679	33710715
AL356489.4	chr9	33730345	33734040
AL356495.1	chr13	37869825	37874444
AL356512.1	chr1	244969350	244971088
AL356515.1	chr13	44684487	44715393
AL356580.1	chr13	97939356	97953539
AL356599.1	chr6	145799409	145887430
AL356608.1	chr10	102914585	102915404
AL356608.3	chr10	102898649	102918335
AL356652.1	chr20	35174355	35174919
AL356737.2	chr13	92610646	92677725
AL356740.1	chr13	112964835	112966131
AL356740.2	chr13	113008778	113009424
AL356740.3	chr13	113009671	113010319
AL356747.1	chr6	4714098	4724885
AL356752.1	chr13	112811566	112812158
AL356753.1	chr10	79000484	79003803
AL356756.1	chr14	29652809	29657916
AL356776.2	chr6	79077841	79081371
AL356804.1	chr14	70255629	70343388
AL356805.1	chr14	89399995	89409469
AL356807.1	chr14	83986776	84140544
AL356859.1	chr6	106358566	106359717
AL356952.1	chr10	61493843	61496499
AL356961.1	chr13	112083549	112085471
AL356966.1	chr13	100535741	100587146
AL357033.1	chr20	62640719	62643304
AL357033.2	chr20	62732566	62735347
AL357033.3	chr20	62651272	62652186
AL357033.4	chr20	62648961	62650767
AL357052.1	chr6	19290319	19321021
AL357054.2	chr6	692530	796781
AL357054.3	chr6	761675	780648
AL357054.4	chr6	708592	711405
AL357054.5	chr6	729128	760936
AL357075.2	chr6	154477982	154479593
AL357075.3	chr6	154510791	154522307
AL357078.2	chr1	65003470	65004087
AL357079.1	chr1	43937918	43940781
AL357079.2	chr1	43968351	43974821
AL357079.3	chr1	43944370	43946551
AL357093.1	chr14	89355060	89356571
AL357093.2	chr14	89349377	89366081
AL357127.1	chr10	123574227	123583767
AL357127.2	chr10	123560326	123562213
AL357139.2	chr6	102350271	102369827
AL357140.1	chr1	9848318	9850154
AL357140.2	chr1	9942923	9949974
AL357140.4	chr1	9900614	9908034
AL357141.1	chr6	116033901	116046753
AL357146.1	chr6	139976352	140093721
AL357153.1	chr14	70608798	70641298
AL357153.2	chr14	70425812	70547464
AL357153.3	chr14	70593314	70641204
AL357172.1	chr14	85202849	85239474
AL357315.1	chr6	104831129	104845820
AL357375.1	chr6	64377795	64412779
AL357497.1	chr6	10881780	10884349
AL357500.1	chr1	29144494	29146994
AL357507.1	chr6	74069451	74690727
AL357509.1	chr1	18015712	18045612
AL357513.1	chr6	120840733	120845475
AL357514.1	chr6	112476538	112481636
AL357518.1	chr6	11607552	11607981
AL357522.1	chr6	104487095	104528158
AL357552.3	chr1	8805860	8807051
AL357556.4	chr1	235366353	235367366
AL357558.1	chr20	47958022	47958603
AL357558.2	chr20	47950797	47954808
AL357558.3	chr20	47974137	47977584
AL357568.1	chr1	164769116	164774641
AL357568.2	chr1	164828436	164829952
AL357614.1	chr9	23291544	23293923
AL357673.2	chr1	54137746	54142980
AL357793.1	chr1	193678894	193727035
AL357793.2	chr1	193684246	193688429
AL357832.1	chr6	159353922	159383339
AL357833.1	chr10	3532094	3556314
AL357835.1	chr1	12088441	12092264
AL357873.1	chr1	14221887	14304445
AL357874.1	chr9	35646270	35647099
AL357874.2	chr9	35642514	35643517
AL357874.3	chr9	35603437	35605139
AL357936.1	chr9	121574891	121576214
AL357972.1	chr1	233724454	233730746
AL357992.1	chr6	149027700	149032573
AL358053.1	chr9	1540321	1550103
AL358072.1	chr1	117364899	117365473
AL358074.1	chr9	125743754	125746552
AL358075.1	chr1	46046818	46048368
AL358075.2	chr1	46134531	46139081
AL358115.1	chr1	165889725	165900995
AL358117.1	chr9	16982723	16989647
AL358134.1	chr6	153304595	153427154
AL358154.1	chr10	93772681	93788605
AL358176.1	chr1	240530452	240530862
AL358176.4	chr1	240588522	240590748
AL358177.1	chr1	244184953	244187559
AL358215.1	chr1	110456505	110457354
AL358215.2	chr1	110472543	110474980
AL358215.3	chr1	110473756	110488663
AL358216.1	chr10	628638	631255
AL358232.2	chr9	94485445	94511614
AL358292.1	chr14	86936640	86989125
AL358332.1	chr14	51344914	51385603
AL358333.1	chr14	51982520	51987219
AL358333.2	chr14	51916145	51918571
AL358333.3	chr14	51967003	51969800
AL358334.1	chr14	50848122	50865659
AL358334.2	chr14	50956259	50962002
AL358334.3	chr14	50912226	50913358
AL358334.4	chr14	51022967	51031032
AL358335.2	chr14	48394815	48491767
AL358393.1	chr1	181190471	181191149
AL358394.1	chr10	45164228	45181427
AL358394.2	chr10	45147394	45171389
AL358394.3	chr10	45016080	45147221
AL358452.1	chr1	215886582	215901464
AL358472.2	chr1	153977743	153979160
AL358472.3	chr1	153966516	153966930
AL358472.4	chr1	153964361	153965070
AL358472.5	chr1	153923337	153935240
AL358473.1	chr1	201023949	201028792
AL358473.2	chr1	201031136	201043073
AL358612.1	chr10	25924448	25933710
AL358613.1	chr10	93059663	93060426
AL358613.2	chr10	93071972	93073466
AL358613.3	chr10	93063646	93077424
AL358777.3	chr6	10659498	10692860
AL358779.1	chr9	108701370	108703092
AL358780.2	chr10	21526568	21526863
AL358781.1	chr9	131497479	131500191
AL358781.2	chr9	131516558	131522229
AL358787.1	chr10	85199002	85212800
AL358790.1	chr10	102845761	102854513
AL358852.1	chr6	149717621	149718888
AL358876.2	chr1	8218190	8220529
AL358933.1	chr6	28136849	28139678
AL358937.1	chr9	99915077	99929896
AL358944.1	chr11	30044053	30322988
AL358972.1	chr6	164346489	164348644
AL358976.1	chr9	1041655	1042608
AL359076.1	chr9	2041900	2046023
AL359081.1	chr1	191858707	191890229
AL359091.1	chr9	128392007	128393510
AL359091.3	chr9	128316337	128316909
AL359091.4	chr9	128431598	128432006
AL359094.1	chr10	126988095	127026507
AL359094.2	chr10	127013501	127026475
AL359095.1	chr9	4070906	4071884
AL359182.1	chr9	104927553	104928892
AL359195.1	chr10	80333771	80334426
AL359198.1	chr10	91908131	91909348
AL359208.1	chr13	63397011	63513393
AL359220.1	chr14	61294909	61322838
AL359232.1	chr14	66212810	66509394
AL359233.1	chr14	38003113	38004847
AL359237.1	chr14	87710419	87872291
AL359238.1	chr14	83017106	83018144
AL359258.1	chr1	108261196	108273689
AL359258.2	chr1	108199926	108201491
AL359259.1	chr1	237013373	237014200
AL359313.1	chr6	142526455	142637889
AL359317.1	chr14	69239166	69260567
AL359317.2	chr14	69183017	69214092
AL359378.1	chr6	8341937	8389183
AL359380.1	chr6	54190206	54190709
AL359382.1	chr6	148133809	148137404
AL359382.2	chr6	148155120	148157084
AL359397.1	chr14	50397013	50398345
AL359397.2	chr14	50326526	50327909
AL359399.1	chr14	104137150	104137898
AL359436.1	chr13	107868823	107933503
AL359458.1	chr6	49823712	49824782
AL359475.1	chr6	40501631	40502393
AL359502.1	chr13	97675011	97677963
AL359502.2	chr13	97725172	97730339
AL359504.2	chr1	84076331	84077931
AL359508.1	chr10	129372194	129380753
AL359511.2	chr20	17216779	17221913
AL359511.3	chr20	17222851	17226146
AL359513.1	chr13	52454775	52455331
AL359532.1	chr10	30831828	30833387
AL359538.1	chr13	24566873	24597676
AL359538.3	chr13	24539139	24541720
AL359538.4	chr13	24517794	24530461
AL359541.2	chr1	161765325	161766227
AL359546.1	chr10	31033089	31143813
AL359547.1	chr6	146594516	146598931
AL359551.1	chr1	238485445	238538305
AL359552.1	chr9	107426405	107428742
AL359555.1	chr20	38288331	38326536
AL359555.2	chr20	38270778	38274020
AL359555.3	chr20	38260149	38304332
AL359555.4	chr20	38260175	38293892
